label,tweet,label_category
1,"""@yehits_von: “@run_drc: i must be a bitch” you are 😂😂😂 sike naw"" this why we always beefing 😂",Offensive Language
2,"""@yankees: down 6-1, #yankees look to rally in the bottom of the 9th."" #rallycap",Neutral
1,"""@youngricooo: “@wexicanafro702: don't take advantage of a nice person”@ hoes""@ everyjuan",Offensive Language
1,"""@youngricooo: happy birthday bitch nigga @wexicanafro702"" thanks pal",Offensive Language
1,"""@youngricooo: sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday",Offensive Language
1,"""@yungmigo: @shane_a1 cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca",Offensive Language
1,"""@zoebarton3: @h0rheyd ewww i said that last sunday..as in the last sunday i was there. read it again nigs""😳😳😳😳😳",Offensive Language
1,"""@_bada_bing: i only punch real niggas in the face cause a pussy nigga is gonna punch me right back"" strong mush or shake..",Offensive Language
1,"""@_beedontcare my pussy still fresh"" <----- something stank girls say.",Offensive Language
1,"""@_geewillikers_: ass slapping is one the greatest things. haha. 😏"" i slapped a girl on the ass. . she got mad i aint get pussy for a week",Offensive Language
1,"""@_tommycollins: @wearerichnow @buffalobills yeah texans are so much better you fucking retard"" i see that you're mad about this.",Offensive Language
1,"""@__malibubarbie: nd wtf is up with dark bitches with blonde.. please have several seats hoe!"" ..looking like black&milds out here",Offensive Language
1,"""@__sugga: there's a lane some bitches need to stay in 😎"" the left n get right the fuck outta our face 😭💁😘",Offensive Language
1,"""@__sneakyb: i hate when boys deny that they have bitches 👐😩"" smh",Offensive Language
1,"""@__taradise__: ya nigs out there still saying y'all don't eat butt?!"" with a straight face!",Offensive Language
1,"""@__yourewelcome: im a boss ass bitch"" ...that needs to sit in a corner",Offensive Language
1,"""@_iwantfranny: he's a hoe , i can't""",Offensive Language
1,"""@_prettyflvck0: me and paul thinkin bout gettin rentals for da weekend 🚙💨💨""oooh shit bitches betta stay out da streets",Offensive Language
1,"""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. 😴""",Offensive Language
1,"""@_simplycaitlin: why do my friends hate me"" because you a ratchet hoe..",Offensive Language
1,"""@adriwadrri: no love for these fuck niggas"" hoes*",Offensive Language
1,"""@airmaxlad1: hot meat httpurl"" sexy as fuck scally lad. i would love to meet him and his trainers.",Offensive Language
1,"""@airmaxlad1: sniff httpurl"" perved up scally lad. fuck yeah.",Offensive Language
1,"""@alejandra_p13: these bitches love sosa""",Offensive Language
1,"""@alexissixela__: “@white_thunduh: i legit watched it for about 30 or 40 seconds 😑”so did i wtf"" prob cause were retarded smh",Offensive Language
1,"""@allisonnamaya_: what should i name my cat, ideas?"" mr pussy",Offensive Language
1,"""@altosteel115: httpurl"" woof woof. sexy thug boy scally.",Offensive Language
1,"""@ambitiousbree: @_1nonlykeisha u see the damn phone ringing? 😣😒😞"" when you married bitches makes demands!!!! you haven't called me",Offensive Language
1,"""@analicialouise: tevin is my favorite sophomore i think he's so funny"" hes really not. lmaoo hes a little hoe",Offensive Language
1,"""@angelenagoley: 10 sex positions httpurl httpurl""naw this what u call fucking the soul outta bitch 😭",Offensive Language
0,"""@ashlingwilde: @itsnotadam is bored supposed to be cute, you faggot?"" sometimes",Hate Speech
2,"""@ayyee_ceee_: one mans trash 🚮 is another mans treasure 🏆""",Neutral
1,"""@babineaux_: i don't got no type. bad bitches is the only thing i like"" *iongotnotype",Offensive Language
0,"""@bigbootybishopp: @white_thunduh lassen cc , the coach wants me"" i feel it youll get more my nig no doubt",Hate Speech
1,"""@bleedingtrap: god teeth , gold chain white bitches , cocaine""",Offensive Language
1,"""@cheetahbluntz_: its me hoe, its me hoe💁"" shhhhh",Offensive Language
1,"""@chieflottahoes: in d.c., we call them rollers, in chiraq we call them thots."" all across america they have been known as a hoe.",Offensive Language
1,"""@clayton_jenn99: i'm gonna miss that bitch of a bus driver...""no you won't. don't lie",Offensive Language
1,"""@coltforty2gone: hate when bitches try and put you in the friendzone. bitch i'm tryin to score put me in the endzone 🔥🔥🔥"" on. my. soul!",Offensive Language
2,"""@complex_uk: ashley young has tried to deny that bird s*** landed in his mouth ---> httpurl httpurl"" hahaha",Neutral
1,"""@datfullerkid: @trevaughnlg yall both gimped up??"" ain't tht a bitch huh lol",Offensive Language
2,"""@deepthroatmike: ""@boys_south: take me for a ride 😍💋 httpurl""#redneck"" woof woof",Neutral
1,"""@demi_eggleton: oh my god i love victoria mitchell"" all my bitches love me",Offensive Language
1,"""@djsliime: that long distance shit wack i knew the bitch was cheating""- uh oh",Offensive Language
1,"""@fiirting: he's doing it right 😍👸💞 httpurl"" no bitches smh",Offensive Language
1,"""@fatboyswagg347: they ban dat pussy for life & he gotta pay 2.5 millon dollar fine""",Offensive Language
1,"""@fuckcamoclark: roses are red and violets are blue and niggers are black, you know that's true."" @dylan72892",Offensive Language
2,"""@g0rillaz0e: sitting on my window sill, window open, bird tries to fly in. smacked it. #protecttheanimals"" @peta",Neutral
1,"""@glowstruck: but a nigga gon be a nigga, be a nigga."" you sound fuckin retarded",Offensive Language
2,"""@greggutfeld: a video an entire media will likely mock. httpurl"" i am such a crybaby",Neutral
1,"""@gurl_im_angie: @itskiaraaaa @westyourmajesty i'm not even shy stfu"" kikis mom: hi angelique angelique: smiles *dips cracker in soup*",Offensive Language
1,"""@haitian__gold: tim tebow got cut from every team he was on in the nfl and he already got more hoes than me in starkville. smh."" 😂😂😂😂",Offensive Language
1,"""@hazelebaby: karma is a bitch #damn #godprotectshisangels 🙌"" *sips tea*",Offensive Language
1,"""@hornyjhb: fuckin hot gym pussy httpurl"" fuck yeah",Offensive Language
2,"""@hxhassan: jihadi patron hajjaj al-ajmi is arrested at kuwait airport httpurl""",Neutral
1,"""@iampickuplines: you can call me fireman cause i turn the hoes on.""",Offensive Language
1,"""@icrawley: i could never have a bby by a lil dick thts y i got a abortion by the last bitch""- oh my god",Offensive Language
1,"""@idntwearcondoms: watch women try to argue with me like they have a dick and actually fucked some pussy before"" i hate when bitches do that",Offensive Language
1,"""@ilgdaily: and smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they come"" are you retarded?",Offensive Language
2,"""@itrapwatermelon: tweety bird tho 😂😂😂😂httpurl""",Neutral
1,"""@irlfatty: my pussy sweet like watermelon httpurl"" thotermelon",Offensive Language
2,"""@itscoleharmon_: when twitter rappers dm me their trash links httpurl""",Neutral
1,"""@jsadass: loud bitches annoy me""",Offensive Language
1,"""@jacaxeltlu: eventually every bitch turns into that hoe."" # truuu",Offensive Language
1,"""@jaimescudi_: ""@tonybthrz_: ""@jaimescudi_: i swear if oomf try talking to me tomorrow.."" @"" @barackobama"" pussy",Offensive Language
1,"""@jama_jam: you bitches be pretending to be tf crazy.."" you ain't never lied...",Offensive Language
1,"""@jasmyncyniquee: @white_thunduh k bye hoe"" um bye ..",Offensive Language
0,"""@jayswaggkillah: jackies a retard #blondeproblems"" at least i can make a grilled cheese!",Hate Speech
1,"""@jboii2: ima keep on giving these pussy ass niggas ah reason to hate !""",Offensive Language
2,"""@jethromass: photo: httpurl"" he is in sole heaven",Neutral
0,"""@jgabsss: stacey dash won 💦 httpurl"" baddest bitch evaaaa",Hate Speech
1,"""@juicyyyjayyyy: side bitch sunday 😂😂😂"" 😂😂😂",Offensive Language
1,"""@k_eazy26: facts what baldheaded bitch made this shit. 👊👊😫😒 httpurl"" lmao 😩😂",Offensive Language
1,"""@kayreneeee_: fuck wit us and then we tweakin hoe"" shmurda!",Offensive Language
2,"""@kazooook: we actin like it's the 7th day @wesgodlaflare httpurl"" 👻spook",Neutral
1,"""@kikistfu: i'll break that lil bitch neck and won't even feel sorry about it"" savage",Offensive Language
1,"""@leikant: this is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex httpurl"" love me some kinky scallies",Offensive Language
1,"""@likemicah: y'all dumb ass niggas be so pressed to have hoes. y'all weak as fuck as fuck"" ...weed over hoes, oreos too.",Offensive Language
1,"""@lildurk_: i can turn yo bitch into a eaterrrrrrrrr""",Offensive Language
1,"""@lildurk_: i don't trust dese hoes nikki told 51st where i stay at all my fans screen shot asap"" we finna come to chiraq and shoot sumn",Offensive Language
1,"""@marackaf: “@white_thunduh: aye yall ima tryout for the bowling team frfr” tryouts passed tho"" no theres two more retard",Offensive Language
1,"""@maybe6789: now u got what u want bitch ! enjoy it httpurl"" now this is a crazy party i would love to attend.",Offensive Language
2,"""@metroadlib: colored contacts in your eyes? blinders on mine. cause i can't see you at all."" lmao",Neutral
1,"""@michelle_westt: facts ""@poonsoaker: only the dudes with hoes say they don't got hoes”"" @j_austin12",Offensive Language
1,"""@midywidey_: i'm rea start smacking bitches period !"" bluffin at its best",Offensive Language
1,"""@molssyo: lifes a bitch, and then you die thats why we get high, cause you neva know when you're gonna go"" my sister is perfect (:",Offensive Language
1,"""@molssyo: one of us is on drugs, and its me but you're still wrong 😂 @currieburry"" hahahahahahah im a bitch sometimes (:",Offensive Language
1,"""@morgandaylee: i'm feeling pretty fuckin ghetto"" smh",Offensive Language
2,"""@nohands_24: ""@20tolife_: ""@nohands_24: ""@dejaaleeann_: @b_coleman2 swears i'm #1 man"" easily"" easily"" behind austin"" nip?",Neutral
1,"""@obey_jrock__: this is a true ride or die bitch 💯 httpurl"" what the fuck hahahahah",Offensive Language
2,"""@oldpicsarchive: h.g.wells and charlie chaplin httpurl"" #history #photography",Neutral
1,"""@ortiz_jaylene: all i see is bruno's bitch ass on my twitter now. wtf"" bruno's all that she sees (drake voice)",Offensive Language
1,"""@ozzie_garza: @white_thunduh i'm about to cool faggot chill"" tf is cool nigga",Offensive Language
1,"""@ozzie_garza: @white_thunduh i'm so sure bitch"" frfr tf",Offensive Language
1,"""@poppunksucks: twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, fox, etc are all keeping quiet.",Offensive Language
1,"""@queendulaaa: got a couple bitches saying they know me but i’ma let the money talk for me 😎👌"" and i'm like... #wwyd",Offensive Language
1,"""@realfortes: grudges are for weirdos""and bitches",Offensive Language
2,"""@rhythmixx_: i told mariam to but cigarettes for her birthday"" you also called me trash rn",Neutral
2,"""@riananewman: @22edham brownies tonight"" what kind?!?!",Neutral
1,"""@rollyup23: no text back? i don't give a fuck, i'll text another bitch"" damn someone is hurt lol",Offensive Language
1,"""@ronald_iongi: ummmmmm okay httpurl"" you got hoes from left to right 😂😂 do yah thang!",Offensive Language
1,"""@royalswagg_: using y=mx+b to find the slope of that ass""",Offensive Language
2,"""@rugbysocklad: fit lads! nice gear! httpurl"" these scally lads n trainers would get it",Neutral
1,"""@rugbysocklad: hell yeah bro! httpurl"" fuck yeah sexy scally lad in hot gear",Offensive Language
1,"""@rugbysocklad: helping out a mate!! httpurl"" i love scally play. fuck yeah",Offensive Language
1,"""@rugbysocklad: lads being lads! httpurl"" fuck yeah. i love scally lad action. hot trainers too.",Offensive Language
1,"""@savage_twotone: next year bitches is gonna be like you gotta promise you won't expose me 😂😂😭""",Offensive Language
1,"""@scallynikelad: “@sleazytwinks: so hot!! rt @opcinjen: lick it, bitch httpurl#8221;"" fuck yeah. eat that trainer u dirty fucker",Offensive Language
1,"""@sierrabernia: “@t2g_cincokilby: y'all think celebrity pussy different from the locals? 😂” yeah meghan goods is""",Offensive Language
2,"""@sleepy_yongguk: ""i saw an ajumma walk out in the beginning saying, 'wow, this is so trash that i can't even listen to it..'"" 😂"" lmaoo",Neutral
1,"""@sniffsockslad: need these sox httpurl"" fuck yeah. i love a kinky scally lad w/ rank sox and sneaks",Offensive Language
1,"""@snoleezey801: i don't ever expose females like that.. that's childish.."" bitch nigga shiiii.....",Offensive Language
1,"""@socass_: ""@00sexilexi00: @socass_ yasss"" *trys new things with bestfriend*"" *bitch who do you love*",Offensive Language
2,"""@socass_: dude remember this wop video? @00sexilexi00 httpurl"" omg where did you find that",Neutral
1,"""@soxandjox: thick raw fuck httpurl"" damn his man pussy is getting a workout.",Offensive Language
2,"""@soxdawg: rawr!! rt @skinrubberboi: ""my"" sexy french scally. i love him! #frenchscally httpurl"" sexy scally woof woof",Neutral
1,"""@splurgb_: nothin in life is free.. some of you bitches need to write that on ya panties""😭😂",Offensive Language
1,"""@stephencdo: @currieburry if one of you bitches want some of my burrito u can catch me at potosino"" huh? haha",Offensive Language
